2020-03-02 11:56:47,192.168.0.21,192.168.0.122,20:47:47:87:d4:96,00:25:97:00:a6:37,TCP,APF,59301,502,52
2020-03-03 12:07:00,192.168.0.20,192.168.0.21,00:90:e8:5e:d1:66,20:47:47:87:d4:96,TCP,AR,502,58520,40
2020-03-05 13:28:33,192.168.0.21,192.168.0.20,20:47:47:87:d4:96,00:90:e8:5e:d1:66,TCP,AP,49987,502,55
2020-03-05 13:28:33,192.168.0.20,192.168.0.21,00:90:e8:5e:d1:66,20:47:47:87:d4:96,TCP,AP,502,49987,52
2020-03-05 13:28:36,192.168.0.20,192.168.0.21,00:90:e8:5e:d1:66,20:47:47:87:d4:96,TCP,AP,502,49990,59
2020-03-05 13:33:26,192.168.0.20,192.168.0.21,00:90:e8:5e:d1:66,20:47:47:87:d4:96,DNP3,AP,502,50544,51
2020-03-05 13:51:05,192.168.0.21,192.168.0.122,20:47:47:87:d4:96,00:25:97:00:a6:37,DNP3,AP,49930,502,52
2020-03-05 14:09:01,192.168.0.5,192.168.0.21,00:1d:9c:a1:89:a4,20:47:47:87:d4:96,TCP,A,20000,49935,40
2020-03-05 15:47:29,192.168.0.21,192.168.0.5,20:47:47:87:d4:96,00:1d:9c:a1:89:a4,Modbus,AP,49935,20000,84
2020-03-07 12:59:28,192.168.0.21,192.168.0.5,20:47:47:87:d4:96,00:1d:9c:a1:89:a4,TCP,AP,50877,502,52
2020-03-07 12:59:31,192.168.0.21,192.168.0.5,20:47:47:87:d4:96,00:1d:9c:a1:89:a4,Modbus,AP,50877,502,52
2020-03-07 12:59:32,192.168.0.5,192.168.0.21,00:1d:9c:a1:89:a4,20:47:47:87:d4:96,TCP,AP,502,50877,51
2020-03-07 12:59:33,192.168.0.21,192.168.0.2,20:47:47:87:d4:96,00:1c:06:1c:69:e4,TCP,AR,49926,102,40
2020-03-07 13:00:10,192.168.0.5,192.168.0.21,00:1d:9c:a1:89:a4,20:47:47:87:d4:96,TCP,AP,502,50877,69
2020-03-07 13:10:54,192.168.0.5,192.168.0.21,00:1d:9c:a1:89:a4,20:47:47:87:d4:96,Modbus,AP,502,50877,51
2020-03-07 13:55:05,192.168.0.2,192.168.0.21,00:1c:06:1c:69:e4,20:47:47:87:d4:96,TCP,AP,102,51168,66
2020-03-17 13:51:02,192.168.0.50,192.168.0.20,40:f2:e9:9d:44:6b,00:90:e8:5e:d1:66,TCP,AP,55484,502,76
2020-03-17 13:51:02,192.168.0.20,192.168.0.21,00:90:e8:5e:d1:66,20:47:47:87:d4:96,TCP,AP,502,65211,49
2020-03-17 13:51:08,192.168.0.20,192.168.0.50,00:90:e8:5e:d1:66,40:f2:e9:9d:44:6b,TCP,AP,502,55484,49
2020-03-17 13:59:28,192.168.0.50,192.168.0.20,40:f2:e9:9d:44:6b,00:90:e8:5e:d1:66,TCP,S,55520,502,52
2020-03-17 13:59:29,192.168.0.50,192.168.0.20,40:f2:e9:9d:44:6b,00:90:e8:5e:d1:66,TCP,S,55520,502,48
2020-03-17 14:08:07,192.168.0.20,192.168.0.21,00:90:e8:5e:d1:66,20:47:47:87:d4:96,TCP,AP,502,51200,49
